Food Name,Active Time,Total Time,Yield,Ingredients,Steps,Image
curried-vegetable-roti,,30 mins,4,¼ cup vegetable oil/n¾ pound zucchini (about 2 small cut into 3/4-inch pieces)/n½ pound okra (tops trimmed)/n4  scallions (cut into 1/2 -inch pieces)/n1  serrano chile (seeded and thinly sliced)/nSalt and freshly ground pepper/n15 ounce can chickpeas (drained)/n1 ½ tablespoons Madras curry powder/n1  large tomato (coarsely chopped)/n4 ounces baby spinach ( cups)/n2 tablespoons water/n¼ cup plain whole-milk yogurt/n4  large pita breads (warmed)/nCilantro sprigs (for garnish),"Step 1: In a large, deep skillet, heat the oil. Add the zucchini, okra, scallions and chile and season with salt and pepper. Cook over high heat, stirring occasionally, until the vegetables are crisp-tender and lightly browned, about 5 minutes. Add the chickpeas and curry and cook over moderate heat, stirring, for 3 minutes. Add the tomato and spinach and cook, stirring occasionally, until the spinach is wilted and the tomato is just beginning to soften, about 3 minutes. Add the water and scrape up any browned bits stuck to the skillet. Season the vegetables with salt and pepper and stir in the yogurt. Stuff the pitas with the vegetables, garnish with the cilantro sprigs and serve./nStep 2: Plummy, medium-bodied Rosso di Montalcino.",https://www.foodandwine.com/thmb/I-8piORZItz3jKQzqrK8TDZWxHk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200707-r-xl-curried-vegetable-roti-2000-8fbf67271c424cd4812e15ea00b4304e.jpg
spicy-black-bean-dip-cotija-cheese,,10 mins,4,"1 clove garlic/n1/4 teaspoon ground cumin/nOne 15-ounce can black beans, rinsed and drained/n1 can chipotle chile in adobo sauce/n1/4 cup tightly packed cilantro leaves/n2 tablespoons lime juice/n1 teaspoon salt/n2 tablespoons finely grated cotija cheese","Step 1: Combine the garlic, cumin, beans, chipotle, cilantro, lime juice and salt in a small food processor. Add 1/4 cup warm water and puree until smooth. Taste for seasoning.",https://www.foodandwine.com/thmb/dUiekk_PLv8HEg3CzpAUaarzLXk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2012-r-xl-spicy-black-bean-dip-with-cotija-cheese--13fb81c02a1a4a72a4934d4e5d3bfd9e.jpg
quinoa-chickpea-and-spinach-salad,25 mins,35 mins,4 to 6,"1 cup quinoa/n1 (15-ounce) can chickpeas, rinsed and drained/n4 ounces baby spinach (about 4 cups), coarsely chopped/n2 ripe tomatoes, cored, seeded and chopped/n3 scallions, chopped/n2 ounces feta cheese, crumbled (about 1/2 cup)/n3 tablespoons freshly squeezed lemon juice/n3 tablespoons extra-virgin olive oil/nKosher salt/nFreshly ground black pepper","Step 1: Rinse the quinoa in 3 changes of water in a bowl, rubbing the grains and letting them settle each time before pouring off the water (if the quinoa does not settle, drain in a large fine-mesh sieve after each rinse)./nStep 2: Cook the quinoa in a medium saucepan of boiling well-salted water until tender, about 15 minutes. Drain well in a sieve and let cool./nStep 3: Combine the chickpeas, spinach, tomatoes, scallions and cooled quinoa in a large bowl. Add the feta, lemon juice and olive oil and toss gently but thoroughly to combine. Season to taste with salt and pepper./nStep 4: The salad can be made 2 hours ahead.",https://www.foodandwine.com/thmb/BogEGNqMW_pWqFKwBP2modEmEZM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2014-xl-quinoa-chickpeas-and-spinach-salad-9184cf16a3fa466aa2de75dadca1a009.jpg
white-beans-in-tomato-sauce,30 mins,2 hrs,6,"2 cups dried zolfini or cannellini beans, picked over and rinsed/n1 sage sprig, plus 1/2 teaspoon chopped sage/n2 garlic cloves, 1 minced/n1 small bay leaf/n1/4 cup plus 2 tablespoons extra-virgin olive oil/nSalt/n1 cup canned tomato sauce/nFreshly ground pepper","Step 1: Cover the beans with 2 inches of water and bring to a boil. Cover and remove from the heat. Let stand for 1 hour, then drain./nStep 2: Cover the beans with 4 inches of fresh water. Add the sage sprig, whole garlic clove, bay leaf and 2 tablespoons of the olive oil. Bring to a boil and cook over moderately low heat for 30 minutes. Season the beans with salt and cook for about 15 minutes longer, until the beans are tender; drain and discard the sage, garlic and bay leaf./nStep 3: Meanwhile, in a medium, deep skillet, heat the remaining 1/4 cup of oil. Add the chopped sage and minced garlic and cook over moderate heat for 1 minute. Add the tomato sauce and bring to a simmer./nStep 4: Add the beans to the skillet and cook, stirring, until saucy and thick, 5 minutes. Season with salt and pepper and serve.",https://www.foodandwine.com/thmb/A9PmCpYBKYT3mkXZ_LWCbqpZFOY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200904-xl-white-beans-in-tomato-sauce-a20125cedec741e3bc87f2ee14c4e806.jpg
armenian-bean-and-walnut-pate,,,8,"1 cup dried red kidney beans (6 ounces)—picked over, soaked overnight and drained, or 2 1/2 cups canned red kidney beans, rinsed and drained/n1/2 small white onion, minced/n1 bay leaf/n6 cups water/n3/4 cup walnuts (3 ounces)/n4 tablespoons unsalted butter, softened/n1/4 teaspoon minced garlic/n1 tablespoon minced dill/n1 tablespoon minced basil/n1 tablespoon minced flat-leaf parsley/nSalt and freshly ground pepper/nArmenian string cheese and baguette slices or torn pita, for serving","Step 1: In a medium saucepan, combine the dried beans, onion and bay leaf. Add the water and bring to a boil. Reduce the heat to moderate and simmer until the beans are tender, 1 1/4 to 1 1/2 hours. Drain the beans in a colander and discard the bay leaf. Let cool completely./nStep 2: Preheat the oven to 350°. Spread the walnuts in a pie plate and bake for about 7 minutes, or until lightly toasted. Transfer the walnuts to a food processor and let them cool completely. Add the cooked dried or drained canned kidney beans, butter and garlic and pulse until smooth. Add the dill, basil and parsley, season with salt and pepper and pulse the bean pâté just until blended./nStep 3: Scrape the bean pâté onto a long sheet of plastic wrap and pat it into a 12-by-2-inch log. Wrap and refrigerate until chilled, at least 1 hour. Slice the pâté 1/2 inch thick and serve with the string cheese and bread./nStep 4: The pâté can be refrigerated for up to 3 days.",https://www.foodandwine.com/thmb/rXFla_SwyGohKrjVh-P8-8-Isb8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200208-r-xl-armenian-bean-and-walnut-pate-b4a917dc587b4a7c820b89915a523d1b.jpg
cumin-chili,,,4,"1 1/2 tablespoons cooking oil/n1 onion, chopped/n1 green bell pepper, chopped/n3 cloves garlic, minced/n1 1/2 pounds ground beef/n3 1/3 cups canned whole tomatoes with their juice (one 28-ounce can), broken up/n2 tablespoons tomato paste/n1 tablespoon ground cumin/n1 teaspoon dried oregano/n1 teaspoon salt/n1/4 teaspoon fresh-ground black pepper/n1 1/3 cups drained and rinsed canned pinto or kidney beans (one 15-ounce can)","Step 1: In a large saucepan, heat the oil over moderately low heat. Add the onion, bell pepper, and garlic and cook, stirring, until the vegetables start to soften, about 10 minutes. Increase the heat to moderate. Add the ground beef and cook, stirring, until the meat is no longer pink, about 5 minutes./nStep 2: Stir in the tomatoes, tomato paste, cumin, oregano, salt, and black pepper and bring to a simmer. Reduce the heat and simmer, partially covered, for 10 minutes. Add the beans and simmer, partially covered, until the vegetables are tender and the chili thickened, about 5 minutes longer./nStep 3: Variation Add one ten-ounce package of frozen corn, thawed, to the chili along with the beans./nStep 4: Red Zinfandel is just made for chili because it's as flavorful and fun as chili is. If you choose to make the dish spicy with cayenne, the ripe fruity character of Zinfandel can even cool the heat.",https://www.foodandwine.com/thmb/b51sogoilCOHoe-6hwuZ698p1tQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2012-r-xl-cumin-chili-5a9fb9587c124818b7d6d72927a6499b.jpg
mashhurda-mung-bean-soup,1 hrs 15 mins,1 hrs 30 mins,,"9 cups water/n1 cup dried mung beans/n⅓ cup uncooked Turkish baldo rice/n¼ cup sunflower oil/n1  medium-size yellow onion, chopped (about 1 3/4 cups)/n1  large carrot, cut into 1/4-inch cubes (about 1/2 cup)/n2 tablespoons tomato sauce/n4  fresh or dried bay leaves/n2 teaspoons table salt, divided/n2 ½ cups chopped fresh cilantro leaves and tender stems, divided/n1 ¾ cups chopped fresh tender dill fronds, divided/n¾ cup dried Turkish apricots (preferably unsulfured or organic) (about 5 ounces)/n½ cup plus 1 tablespoon labneh or Greek-style yogurt/n½ teaspoon black pepper","Step 1: Bring 9 cups water to a boil in a large saucepan over medium-high. Reduce heat to maintain a simmer./nStep 2: Place mung beans in a small saucepan; add enough cold water to cover. Bring to a boil over high. Reduce heat to medium, and simmer about 6 minutes to remove any small particles and dirt. Drain beans in a colander, and transfer to a fine wire-mesh strainer. Rinse under cool water. Set aside./nStep 3: Place rice in a separate fine wire-mesh strainer, and rinse under cold water until water runs clear. Set aside./nStep 4: Pour oil into a large saucepan; heat over medium-high until shimmering, about 1 minute. Add onion, and cook, stirring occasionally, until onion starts to soften, 1 to 2 minutes. Add carrot, and cook, stirring occasionally, until carrot starts to soften, about 2 minutes. Add tomato sauce, and cook, stirring constantly, until vegetables are well coated and sauce thickens slightly, about 2 minutes. Add 1 1/2 cups of the hot water, and cook, stirring occasionally, until mixture comes to a boil, about 30 seconds. Add 1 1/2 cups hot water, rinsed beans, bay leaves, and 1 teaspoon salt, and return to a boil over medium-high. Reduce heat to medium-low, and simmer, covered, stirring occasionally, 10 minutes./nStep 5: If beans are barely covered with water, add 1/2 cup hot water. Cover and cook over medium-low, stirring occasionally, until beans have fully softened and are starting to break apart, 10 to 25 minutes, adding hot water, 1/2 cup at a time, as needed so that water barely covers beans./nStep 6: Add rice, 2 cups cilantro, 1 1/2 cups dill, 2 1/2 cups hot water, and remaining 1 teaspoon salt to bean mixture. Increase heat to medium-high, and cook, stirring constantly, until mixture comes to a boil. Cover and reduce heat to medium-low. Cook, stirring often and adjusting heat as needed to make sure nothing sticks on bottom of pan, until rice is soft and tender, 18 to 20 minutes./nStep 7: Check water level in bean mixture; add 1/2 cup to 1 cup hot water, if needed, until mixture resembles a thick soup but not quite a stew. Add apricots, and cook over low, stirring often, until apricots have softened but are not completely broken down, about 5 minutes. Cover pan, and remove from heat. Let stand 10 minutes for flavors to meld./nStep 8: Uncover soup. Remove and discard bay leaves. Ladle soup evenly into 6 bowls, and mound about 1 tablespoon cilantro and about 2 teaspoons dill into middle of each bowl. Dollop servings with yogurt, and sprinkle with pepper./nStep 9: This soup is best served the day it's made; to reheat, add a little water, and cook very gently to avoid overcooking the apricots./nStep 10: Find Turkish apricots and baldo rice at kalustyans.com./nStep 11: Full-bodied, lightly peppery white: Rousset Crozes-Hermitage",https://www.foodandwine.com/thmb/0sU7ezHIPleAickPZQkNpF2ffv0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Mashhurda-Mung-Bean-and-Vegetable-Soup-FT-RECIPE0222-c155c0b453124904bb95e034899d585d.jpg
curried-roasted-chickpeas,10 mins,1 hrs,8,"2 15-ounce cans of chickpeas, drained, rinsed, and dried/n2 tablespoons canola oil/n4 teaspoons curry powder/n2 teaspoons kosher salt/n2 teaspoons garlic powder/n1 teaspoon coriander/n1 teaspoon turmeric/n1 teaspoon cayenne pepper/n1 teaspoon onion powder","Step 1: Preheat oven to 400º. Toss the chickpeas with oil and 2 tablespoons of the Curry seasoning. Spread on a large baking sheet and bake, uncovered, for 45 minutes, or until golden brown and crunchy./nStep 2: The chickpeas can be roasted up to 1 day ahead. Cool completely and store in an air-tight container. Can be served at room temperature or briefly reheated, about 5 minutes at 400º./nStep 3: Water is the enemy of crunch, so make sure you remove as much moisture as possible after rinsing the chickpeas. Use paper towels to remove any surface moisture, and if you have time, let them air-dry for 30 minutes before tossing with oil and baking.",https://www.foodandwine.com/thmb/afXva_g0XllOJEqNcLz8yGdZph8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201311-r-xl-curried-roasted-chickpeas-2000-28addb599f4a414b8535d1adfe23802e.jpg
crunchy-tofu-tacos,30 mins,45 mins,12 tacos,"One 14-ounce package extra-firm tofu, cut into 1-inch cubes/n3 tablespoons Korean chile powder or hot paprika/n1 tablespoon Korean pepper paste (kochujang)/n1 tablespoon finely grated garlic/n1 tablespoon finely grated ginger/n1 tablespoon toasted-sesame oil/nKosher salt/n1 cup cornstarch/n2 cups vegetable oil, for frying/n12 corn or 5-inch flour tortillas, warmed/nHoisin sauce, kimchi, Asian pear, scallions and chopped honey-roasted peanuts, for serving","Step 1: Place the tofu on a rack lined with paper towels and drain for 15 minutes. Meanwhile, in a large bowl, combine 1 tablespoon of the chile powder with the pepper paste, garlic, ginger and sesame oil and season with salt. In another large bowl, whisk the cornstarch with the remaining 2 tablespoons of chile powder and 1 tablespoon of salt./nStep 2: In a medium, deep skillet, heat the oil until it reaches 365°. Add the tofu to the chile sauce and stir gently to coat. Scrape the tofu into the cornstarch mixture and toss to coat. Transfer the coated tofu to a colander to tap out the excess cornstarch. Fry the tofu in one batch, stirring occasionally, until golden and crunchy, 3 to 3 1/2 minutes; maintain the heat near 360°. Using a slotted spoon, transfer the crunchy tofu to a paper towel–lined rack and sprinkle with salt. Serve the tofu right away with the tortillas, hoisin sauce, kimchi, Asian pear, scallions and peanuts./nStep 3: Strawberry-scented dry rosé from California.",https://www.foodandwine.com/thmb/cq1L1kYozItqUmuvAHaZz0K27uw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201005-r-xl-crunchy-tofu-tacos-2000-7017796bd50946a286d145360ab37bda.jpg
lentils-butternut-squash-and-merguez-sausage,45 mins,45 mins,4 to 6,"1 pound merguez sausage/n1 medium onion, halved/n8 garlic cloves, peeled, 3 finely chopped/n1 carrot, cut into chunks/n1 pound French green (Le Puy) lentils (2 1/4 cups), picked over and rinsed/n3 tablespoons extra-virgin olive oil/nKosher salt/n1 pound butternut squash, peeled and cut into 1/2-inch chunks/n2 teaspoons ground cumin/n1 tablespoon plus 1 teaspoon sweet paprika/n1 teaspoon Marash or Aleppo pepper (see Note)/n1 teaspoon harissa/n2 cups vegetable stock or water/nOne 14-ounce can crushed tomatoes/n1 jalapeño, seeded and finely chopped/n2 tablespoons fresh lemon juice, plus lemon wedges for serving/nFreshly ground pepper","Step 1: Preheat the oven to 375°. Place the merguez on a rimmed baking sheet and bake until cooked through, about 25 minutes./nStep 2: In a medium saucepan, combine 1 onion half with the whole garlic cloves, the carrot and the lentils. Add enough cold water to cover the lentils by 2 inches. Bring to a boil over high heat, then cover and simmer over moderately low heat until the lentils are just tender, 25 to 30 minutes. Drain; discard the onion, carrot and garlic./nStep 3: Meanwhile, in a large enameled cast-iron casserole or Dutch oven, heat the olive oil over moderately high heat. Finely chop the remaining onion half and add it to the casserole along with the chopped garlicand a pinch of salt. Cook, stirring frequently, until the onion is softened. Add the squash, season with salt and cook, stirring frequently, until golden. Add the cumin, paprika, Marash pepper and harissa and cook, stirring, for 1 minute. Stir in the vegetable stock and tomatoes andbring to a boil. Reduce the heat, cover and simmer until the squash is tender, about 15 minutes./nStep 4: Stir the lentils, jalapeño and lemon juice into the casserole and season with salt and pepper. Transfer to a platter and top with the sausage. Serve with lemon wedges./nStep 5: Marash and Aleppo pepper are available at Middle Eastern markets and online at vannsspices.com.",https://www.foodandwine.com/thmb/Y0TMdcJReD5QsrXlDXcY8h8A8Eg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/lentils-with-butternut-squash-and-merguez-sausage-xl-wnbook2014-c3fe803939bd475382da99cd1fc20011.jpg
slow-cooker-ham-hock-and-chickpea-stew,25 mins,4 hrs,6,"8 cups hot water/n4 smoked ham hocks (2 1/2 pounds)/n1 1/2 cups dried chickpeas, soaked overnight and drained/n3 large carrots, cut into 2-inch lengths/n1 medium onion, cut into 1-inch dice/n2 bay leaves/n2 thyme sprigs/nThree medium (6-ounce) red-skinned potatoes, peeled and quartered/n1/2 cup chopped flat-leaf parsley/nSalt and freshly ground pepper","Step 1: In a slow cooker, combine the water, ham hocks, chickpeas, carrots, bay leaves and thyme sprigs. Cover and cook on high for 1 hour and 30 minutes, stirring occasionally, Add the potatoes, cover and cook on low for 1 hour and 45 minutes, until the chickpeas, ham hocks and potatoes are tender./nStep 2: Transfer the ham hocks to a large plate. Discard the bay leaves and thyme sprigs. When the hocks are cool enough to handle, remove the meat and coarsely chop it. Return the ham to the soup. Using a paring knife, cut the carrots in the cooker into bite-size pieces. Transfer the potatoes to a bowl and mash to a puree. Stir the mashed potatoes into the soup along with the parsley. Season with salt and pepper and serve./nStep 3: The soup can be refrigerated for up to 3 days. Reheat gently./nStep 4: Rich white Rhône blend.",https://www.foodandwine.com/thmb/n0Nj3UUBrC_wkbRbKjY0FewrVU0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201003-xl-chickpea-ham-soup-9fd36c620de54312a5eed532f3394286.jpg
charred-nopales-with-jalapenos-and-spring-onions,,55 mins,,"16  small cebollitas (spring onions) (about 4 bunches) or 1 large white onion, sliced into 1/2-inch rings/n4  medium nopales (cactus paddles) (about 5 ounces each)/n2  large red or green jalapeños (about 1 1/2 ounces each)/n2 tablespoons sunflower oil or other neutral cooking oil (such as canola)/n1 teaspoon fine Himalayan pink salt, plus more to taste/n2 tablespoons fresh lime juice/nBlack beans, rice, corn tortillas, avocado slices, and lime wedges, for serving","Step 1: If using cebollitas, trim and discard top third of stalks. Peel off and discard outer layer of bulbs. Remove and discard any dry, papery skin from pale green and dark green stalks. Trim and discard any roots. If any bulbs are 3/4 inch round or larger, cut bulb in half lengthwise, cutting into the pale green stalk just a little bit and keeping the stalk intact. (If using a white onion, peel onion, halve it lengthwise, and thinly slice with the grain, following the curve of the onion to keep the slices similar in size.) Set aside./nStep 2: Working with 1 nopal at a time, place nopal flat on a work surface. Hold the base of the paddle with a clean kitchen towel. Using a sharp paring knife, trim about 1/4 inch off the entire perimeter of the paddle; discard. If base of paddle is tough, cut off and discard. Using a sharp knife, scrape off any thorny spines on each side of paddle, being careful not to shave off too much cactus skin. Rinse paddle under cold water, and pat dry with paper towels. Starting about 1 inch from base of each cleaned paddle, make 3 or 4 lengthwise cuts through paddle and toward top of paddle, spacing cuts 1 inch apart. Halve jalapeños lengthwise, keeping stems intact. (Do not remove seeds.)/nStep 3: Heat a large cast-iron comal or a 2-burner cast-iron griddle over high heat until comal is smoking, 5 to 7 minutes. Toss together cebollitas, nopales, jalapeños, oil, and salt on a large rimmed baking sheet./nStep 4: Working in 2 batches, arrange cebollitas and jalapeños in a single layer on hot comal. Cook cebollitas, turning occasionally, until charred in spots and bulbs are tender when pierced with a paring knife, 9 to 14 minutes. Cook jalapeños, turning occasionally, until charred in spots and softened, 12 to 15 minutes. As cebollitas and jalapeños finish cooking, transfer to a serving platter, and cover with aluminum foil to keep warm. (If using white onion, cook on hot comal, stirring occasionally, until softened and lightly charred around edges, about 12 minutes.)/nStep 5: Add nopales to comal. Cook, turning occasionally, until nopales turn a dull green color, are charred in spots, and are tender all the way through, about 8 minutes. Transfer to serving platter. Sprinkle nopales, cebollitas, and jalapeños with additional salt to taste, and drizzle with lime juice. Serve with beans, rice, tortillas, avocado, and lime wedges./nStep 6: Many Mexican grocers sell cleaned and trimmed nopales. If using these prepared nopales, skip the cleaning in the beginning of step 2 and proceed with cutting the paddles at the end of step 2./nStep 7: Lightly malty beer: Saint Arnold H-Town Pils",https://www.foodandwine.com/thmb/YkDL34c1tDCgQXSfcyG8P4gkxW4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Charred-Nopales-With-Jalapenos-And-Spring-Onions-FT-Recipe-0821-69258da8f2dd4cd08de93a2dd280399b.jpg
minestrone-white-beans-and-italian-sausage,,,4,"1 tablespoon olive oil/n1 pound mild Italian sausage (casings removed)/n1  onion (chopped)/n1  carrot (chopped)/n1  rib celery (chopped)/n1 clove garlic (minced)/n½ teaspoon dried thyme/n1  bay leaf/n4 cups drained and rinsed canned white beans, preferably cannellini (from two 19-ounce cans)/n10 cups water/n1 cup canned diced tomatoes with their juice/n2 teaspoons salt/n1 teaspoon fresh-ground black pepper/n⅔ pound spinach (about 1 1/2 quarts stems removed and leaves washed well)/nGrated Parmesan (for serving)","Step 1: In a large pot, heat the oil over moderately high heat. Add the sausage and cook, stirring frequently, until browned, about 5 minutes. Remove the sausage with a slotted spoon./nStep 2: Reduce the heat to moderate. Add the onion, carrot, celery, garlic, thyme, and bay leaf to the pot and cook, stirring occasionally, until the vegetables soften, about 10 minutes./nStep 3: Meanwhile, combine 2 cups of the beans and 2 cups of the water in a blender and puree until smooth./nStep 4: Add the tomatoes, the bean puree, the remaining 8 cups water, the salt, and the pepper to the pot. Bring to a boil, skimming any foam that rises to the surface. Stir in the sausage, the remaining 2 cups beans, and the spinach. Simmer until the spinach wilts, about 3 minutes. Serve the soup topped with grated Parmesan, and pass more Parmesan at the table./nStep 5: It's only natural to partner this traditional Italian soup with a classic Italian red wine. Either a Tuscan Chianti or a Dolcetto from the hills of Piedmont will be splendid.",https://www.foodandwine.com/thmb/fAwsT3SVyGiIf5FxeFk5qdSCXJw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201401-r-xl-minestrone-with-white-beans-and-italian-sausage-2000-a855537dca8e4f3fab8ce0ff196cddef.jpg
green-beans-parsley-lemon-pesto,,40 mins,10 to 12,"1/2 cup pine nuts/n2 cups flat-leaf parsley leaves/n1 garlic clove, crushed/n1 teaspoon finely grated lemon zest/n1 tablespoon fresh lemon juice/n1/4 cup extra-virgin olive oil/nKosher salt/nFreshly ground pepper/n4 pounds green beans, trimmed/nLemon wedges, for serving","Step 1: In a small skillet, toast the pine nuts over moderate heat, tossing, until golden, about 5 minutes; transfer to a food processor and let cool completely./nStep 2: Add the parsley, garlic, lemon zest and lemon juice to the food processor and pulse until the parsley is very finely chopped. With the machine on, gradually add the olive oil and process until the pesto is nearly smooth. Season with salt and pepper and scrape into a large bowl./nStep 3: Put a steamer basket in the bottom of a pot. Fill the pot with 1 inch of water, add salt and bring to a boil. Add the green beans, cover and steam until bright green and crisp-tender, 8 to 10 minutes. Drain the beans and transfer to the large bowl. Toss with the pesto and season with salt and pepper; serve with lemon wedges./nStep 4: The pesto can be refrigerated overnight. Bring to room temperature before tossing with the beans.",https://www.foodandwine.com/thmb/CDfWovuQIUWFh5iHpkFmCKKtP8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201311-xl-green-beans-with-parsley-lemon-pesto-2000-03da95cc82ea472aa34e6f47f1af6310.jpg
spiced-lentils-mushrooms-and-greens,,40 mins,2 main-course or 4 side-dish servings,"1/2 cup brown or green lentils/n3 tablespoons extra-virgin olive oil/n1/2 pound shiitake mushrooms, stems discarded and caps sliced 1/4 inch thick/nSalt/n1 garlic clove, minced/n1/4 teaspoon ground cumin/n1/4 teaspoon ground coriander/n1/4 teaspoon freshly ground black pepper/n1/8 teaspoon turmeric/n1 tablespoon chopped parsley/n1/2 pound Swiss chard or other tender greens, large stems discarded and leaves coarsely chopped","Step 1: In a small saucepan, cover the lentils with 2 1/2 cups of water and bring to a boil. Cover and cook over low heat until the lentils are tender, about 30 minutes./nStep 2: Meanwhile, in a medium saucepan, heat 2 tablespoons of the olive oil. Add the shiitake and season with salt. Cover and cook over moderate heat, stirring, until the mushrooms are tender and starting to brown, 5 minutes. Add the remaining 1 tablespoon of olive oil along with the garlic, cumin, coriander, pepper and turmeric and cook, stirring, until fragrant, 1 minute. Add the greens and cook, stirring, until wilted, 2 minutes./nStep 3: Add the lentils and their cooking liquid to the mushrooms and simmer for 3 minutes. Add up to 1/4 cup of water if the lentils are too dry. Season with salt. Ladle the lentils into bowls, garnish with the parsley and serve./nStep 4: The lentils can be refrigerated for up to 3 days. Reheat gently./nStep 5: One serving 208 cal, 11 gm fat, 1.5 gm sat fat, 24 gm carb, 6 gm fiber./nStep 6: Earthy, spicy Italian Isola dei Nuraghi.",https://www.foodandwine.com/thmb/K7SgyXBBbANpBb2OY1cQyd-uA04=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201102-xl-spiced-lentils-with-mushrooms-and-greens-e0933a7d59b9497b8983c70a93b9297d.jpg
